Licensee Name,DBA,License #,Street Address,City,Zip,Operation,lat,lng
THE DANDELION,THE DANDELION LLC,403R-00479,"6880 Winchester Circle, Suite C",Boulder,80301,Retail,40.077293,-105.193041
THE GENETIC LOCKER INC,TERRAPIN CARE STATION,403-00059,"6390 Gunpark Drive, Unit C",Boulder,80301,Medical,40.070074,-105.204642
THE GENETIC LOCKER INC,TERRAPIN CARE STATION,403R-00231,"6420 Gunpark Drive, Unit C",Boulder,80301,Retail,40.070072,-105.203965
TRILL THERAPEUTICS LLC,TRILL ALTERNATIVES,403-00959,"1845 Range Street, Bay G",Boulder,80301,Medical,40.018575,-105.23006
URBAN CANNABIS LLC,HEALING HOUSE,403R-00315,"2480 49th Street, Suite F2",Boulder,80301,Retail,40.022816,-105.238462
ORGANIX LLC,,403R-00081,585 South Jason Street,Denver,80247,Retail,39.706008,-104.99919
3B 38 LLC,BUDDY BOY,403R-00435,4600 Ironton Street,Denver,80239,Retail,39.780501,-104.863239
3B 38 LLC,BUDDY BOY,403-01309,"4600 Ironton Street, Suite B",Denver,80239,Medical,39.780501,-104.863239
3B FEDERAL1 LLC,BUDDY BOY,403-01140,"4600 Ironton Street, Unit B",Denver,80239,Medical,39.780501,-104.863239
4625 EAST COLFAX LLC,THE CLINIC ALTERNATIVE MEDICINE DBA THE CLINIC,403-00193,"5098 Paris Street, Building #1",Denver,80239,Medical,39.790222,-104.849006
505 CENTER LLC,PURE MEDICAL DISPENSARY,403-00743,"5475 Peoria Street, Building 2, Units 106-110",Denver,80239,Medical,39.79474,-104.847247
ALLGREENS,,403-00844,"5475 Peoria Street, Suite1-104",Denver,80239,Medical,39.79474,-104.847247
CANNA CENTER LLC,,403-00078,3819 North Quentin Street,Denver,80239,Medical,39.770095,-104.844769
CARRICK-HARVEST LLC,,403R-00063,"4705 Oakland St, Unit A",Denver,80239,Retail,39.783021,-104.850623
COLORADO CANNABIS COMPANY LLC,PURE MEDICAL DISPENSARY,403R-00453,"5475 Peoria Street, Building 1, Units 101,102,103",Denver,80239,Retail,39.79474,-104.847247
COLORADO CANNABIS COMPANY LLC,PURE MEDICAL DISPENSARY,403-00259,"5475 Peoria Street, Unit 1-101,102,103",Denver,80239,Medical,39.79474,-104.847247
COLORADOS BEST INC,LACONTES CLONE BAR & DISPENSARY,403R-00471,11155 East 51st Avenue,Denver,80239,Retail,39.79031,-104.857796
COLORADOS BEST INC,LACONTES CLONE BAR & DISPENSARY,403-00161,"11155 East 51st Avenue, Suite A",Denver,80239,Medical,39.79031,-104.857796
FIREHOUSE ORGANICS CENTRAL LLC,FIREHOUSE ORGANICS,403-00492,"4800 Oakland Street, Unit 5",Denver,80239,Medical,39.784303,-104.850652
FL89 LLC,FROSTED LEAF,403-01665,3819 Quentin Street,Denver,80239,Medical,39.770095,-104.844769
FRESH BAKED LLC,FRESH BAKED,403R-00251,4600 North Ironton Street #103,Denver,80239,Retail,39.780581,-104.863239
FUTUREVISION INC,MEDICINE MAN DENVER,403-00131,"4750 Nome Street, Unit B",Denver,80239,Medical,39.78359,-104.852612
FUTUREVISION INC,MEDICINE MAN DENVER,403R-00040,4750-4760 Nome Street,Denver,80239,Retail,39.785409,-104.827712
GREEN LIFE SOLUTIONS LLC,GREEN TREE MEDICINALS,403-01362,4725-35 Oakland Street,Denver,80239,Medical,39.785409,-104.827712
GUARANTEED GREEN LTD,,403-01663,"4800 Oakland Street, Unit 3",Denver,80239,Medical,39.784303,-104.850652
HADCAV ENTERPRISES INC,PURE MEDICAL DISPENSARY,403-00744,"5475 Peoria Street, Building 1, Suite 106",Denver,80239,Medical,39.79474,-104.847247
JS INVESTMENTS LLC,EUFLORA,403R-00070,5300 Joliet Street,Denver,80239,Retail,39.793118,-104.861314
LITTLE GREEN PHARMACY INC,,403-00631,4575 Joliet Street,Denver,80239,Medical,39.780226,-104.861278
LYONS FINEST CONFIDENTIAL CARE LLC,,403-01288,11080 East 47th Avenue,Denver,80239,Medical,39.782283,-104.858966
LYONS FINEST CONFIDENTIAL CARE LLC,TUMBLEWEED,403R-00554,4695 Kingston Street,Denver,80239,Retail,39.782057,-104.858966
MMD OF COLORADO LLC,URBA,403R-00158,4700 Kingston Street,Denver,80239,Retail,39.78271,-104.858967
PERSONALIZED ORGANIC TREATMENTS LLC,,403-01036,11122 East 47th Avenue,Denver,80239,Medical,39.782347,-104.858413
TRILL EVOLUTIONS LLC,TRILL EVOLUTIONS,403-01703,5550 Joliet Street,Denver,80239,Medical,39.79736,-104.861308
VIOLA INC,VIOLA'S EXTRACTS,403-01536,4645 Joliet Street,Denver,80239,Medical,39.780949,-104.86128
MMST LLC,WELLSPRING COLLECTIVE,403-01024,"1285 West Byers Place, Unit B",Denver,80233,Medical,39.712149,-105.003579
MR GOOD BUDZ LLC,HOLISTIC LIFE,403-00301,"1395 South Sheridan Boulevard, Units F, G, H & I",Lakewood,80232,Medical,39.691604,-105.053188
ADG HERBAL MEDICINE INC,FROSTED LEAF,403-00693,50 Lipan Street,Denver,80226,Medical,39.717595,-105.001606
HEALING HOUSE LAKEWOOD LLC,HEALING HOUSE,403-00469,10712 West Alameda Avenue,Lakewood,80226,Medical,39.710712,-105.118232
MBS WELLNESS CLINIC LLC,MIND BODY SPIRIT WELLNESS CLINIC,403-01259,"6745 West Mississippi Avenue, Suite B",Lakewood,80226,Medical,39.696125,-105.070768
POSTMODERN HEALTH LLC,LIVWELL,403-00603,5660 West Alameda Avenue,Denver,80226,Medical,39.711185,-105.058651
WALKING RAVEN II LLC,WALKING RAVEN,403-00353,875 Navajo Street,Denver,80224,Medical,39.730136,-105.004099
4625 EAST COLFAX LLC,THE CLINIC ON COLFAX,403-00192,"2675 South Santa Fe Drive, Units 6E, 6F, 6G",Denver,80223,Medical,39.668389,-104.995989
ADVANCED MEDICAL ALTERNATIVES LLC,,403-01534,"400 South Lipan, Unit 2 & 6",Denver,80223,Medical,39.704626,-105.001508
ALPINE HERBAL WELLNESS LLC,FROSTED LEAF,403-01055,52 Lipan Street,Denver,80223,Medical,39.717637,-105.001606
ALTERNATIVE MEDICINE ON CAPITOL HILL,,403-00003,211 Wyandot Street,Denver,80223,Medical,39.720731,-105.014207
ALTITUDE WELLNESS CENTER LLC,NATURE'S HERBS AND WELLNESS DTC,403R-00171,"1131, 1133 and 1135 South Bannock Street",Denver,80223,Retail,39.698081,-105.001615
ALTITUDE WELLNESS CENTER LLC,,403-00324,"1131, 1133, and 1135 South Bannock Street",Denver,80223,Medical,39.698081,-105.001615
ANIMAS HERBAL WELLNESS CENTER INC,,403-01688,1101 South Bannock Street,Denver,80223,Medical,39.696463,-104.990127
ANIMAS HERBAL WELLNESS CENTER INC,,403R-00550,"1115 South Bannock Street, Unit B",Denver,80223,Retail,39.696224,-104.990132
ANIMAS HERBAL WELLNESS CENTER INC,,403-00898,"1115 South Bannock Street, Unit B,",Denver,80223,Medical,39.696224,-104.990132
ANIMAS HERBAL WELLNESS CENTER INC,ANIMAS HERBAL WELLNESS CENTER INC,403R-00344,577 South Jason,Denver,80223,Retail,39.706162,-104.999194
ANIMAS HERBAL WELLNESS CENTER INC,,403-01369,577 South Jason Street,Denver,80223,Medical,39.706162,-104.999194
AREN & DAVES DREAM LLC,SARGENT GREEN LEAF,403-01120,803 South Jason Street,Denver,80223,Medical,39.702036,-104.999175
B'S TREATS LLC,,403-01566,1952 South Acoma Street,Denver,80223,Medical,39.680856,-104.988811
BGOOD VENTURES LLC,BGOOD APOTHECARY,403-01009,1031 West Center Avenue,Denver,80223,Medical,39.705738,-104.999568
BK HOLDINGS LLC,THE HERBAL CENTER,403-01677,1980 South Acoma Street,Denver,80223,Medical,39.680655,-104.988814
BOTICA DEL SOL LLC,BOTICA DEL SOL,403-01094,150 North Tejon,Denver,80223,Medical,39.713942,-105.011023
BUDDIES WELLNESS LLC,LA BODEGA,403R-00234,"1270 West Cedar Avenue, Suite A",Denver,80223,Retail,39.713049,-105.003517
BUDDIES WELLNESS LLC,LA BODEGA,403-00364,"1270 West Cedar Avenue, Unit A",Denver,80223,Medical,39.713049,-105.003517
CNW LLC,ARTISANAL MEDICINALS,403-00339,1901 South Bannock Street,Denver,80223,Medical,39.681934,-104.989949
CNW LLC,ARTISANAL MEDICINALS,403-00053,2042 South Bannock Street,Denver,80223,Medical,39.679398,-104.989972
COLORADO APOTHECARY & WELLNESS CENTER INC,COLORADO APOTHECARY & WELLNESS CENTER INC,403-01531,2160 S. Lipan Street,Denver,80223,Medical,39.677345,-105.00182
COLORADO APOTHECARY & WELLNESS CENTER INC,COLORADO APOTHECARY & WELLNESS CENTER,403-01530,2160 South Lipan Street,Denver,80223,Medical,39.677345,-105.00182
COLORADO COLITAS LLC,HERBAL REMEDIES,403-00984,1920 South Cherokee Street,Denver,80223,Medical,39.681693,-104.991107
COLORADO WELLNESS CENTERS LLC,LUSH,403R-00111,2490 West 2nd Avenue,Denver,80223,Retail,39.72026,-105.017372
COLORADO WELLNESS CENTERS LLC,LUSH,403-00080,"2490 West 2nd Avenue, Unit A",Denver,80223,Medical,39.72026,-105.017372
COLORADO WELLNESS INC,,403-01690,2050 South Cherokee Street,Denver,80223,Medical,39.679338,-104.991107
D & D CONSULTING INC,SOUTHWEST ALTERNATIVE CARE FOX ST.,403-00853,1075 South Fox Street,Denver,80223,Medical,39.697118,-104.994464
DARK HORSE GENETICS LLC,,403-01702,2145 South Kalamath Street,Denver,80223,Medical,39.677609,-105.00065
DGP 38TH LLC,SWEET LEAF,403R-00209,124 Yuma Street,Denver,80223,Retail,39.718965,-105.015184
DGS INC,THE KIND BLOOM,403-00736,1870 South Acoma,Denver,80223,Medical,39.682666,-104.98879
DGS INC,THE KIND ROOM,403R-00013,1870 South Acoma Street,Denver,80223,Retail,39.682619,-104.98879
EVERGREEN ENTERPRISES LTD,,403-01621,1770 South Acoma Street,Denver,80223,Medical,39.684468,-104.988774
FIREHOUSE ORGANICS NORTH LLC,FIREHOUSE ORGANICS,403-00447,1196 South Bannock Street,Denver,80223,Medical,39.694824,-104.990179
FRESH BAKED LLC,FRESH BAKED COMPANY,403R-00250,735 West Bayaud Avenue,Denver,80223,Retail,39.714802,-104.997861
GMC LLC,,403R-00201,2175 South Platte River Drive,Denver,80223,Retail,39.677031,-104.998278
GMC LLC,GREEN MAN CANNABIS,403-00738,"2175 South Platte River Drive, Unit 101",Denver,80223,Medical,39.677031,-104.998278
GMC LLC,GREEN MAN CANNABIS,403-00361,2191 South Platte River Drive,Denver,80223,Medical,39.676792,-104.998248
HERBAL WELLNESS,SWEET LEAF,403-01567,136 Yuma Street,Denver,80223,Medical,39.71927,-105.015189
HERBAL WELLNESS,,403-00265,1475 South Acoma Street,Denver,80223,Medical,39.689953,-104.988721
HIGH COUNTRY SUPPLY LLC,,403R-00097,2335 S Platte River Drive,Denver,80223,Retail,39.674108,-104.998228
HIGH COUNTRY SUPPLY LLC,EVERGREEN APOTHECARY LLC,403-00634,2335 South Platte River Drive,Denver,80223,Medical,39.674108,-104.998228
I & S LLC,CANNAMART,403-01570,"1110 West Virginia Avenue, Unit 4",Denver,80223,Medical,39.707549,-104.999447
JVT ENTERPRISES INC,COLORADO CANNABIS CONNECTION,403-01486,1075 South Jason Street,Denver,80223,Medical,39.697617,-104.999166
KARMACEUTICALS LLC,KARMACEUTICALS,403-01041,1355 South Inca Street,Denver,80223,Medical,39.692011,-104.998063
KARMACEUTICALS LLC,KARMACEUTICALS,403-01040,4 South Santa Fe Drive,Denver,80223,Medical,39.716228,-104.998589
KAYAK CORP,AMSTERDAM CAFE,403R-00094,"1325 South Inca Street, Suite A",Denver,80223,Retail,39.692602,-104.998056
KAYAK CORP,AMSTERDAM CAFE,403-00088,"1325 South Inca Street, Unit A",Denver,80223,Medical,39.692602,-104.998056
KPST LLC,5 BUDS,403R-00404,130 Lipan Street,Denver,80223,Retail,39.71898,-105.001591
L'EAGLE SERVICES LLC,L'EAGLE,403R-00267,380 Quivas Street,Denver,80223,Retail,39.722505,-105.007074
LOTUS MEDICAL II LLC,,403R-00575,2257 South Kalamath Street,Denver,80223,Retail,39.67563,-105.000645
MAGNA MARKETING INC,HERBS 4 YOU,403R-00095,"1325 South Inca Street, Suite B",Denver,80223,Retail,39.692602,-104.998056
MAGNA MARKETING INC,HERBS 4 YOU,403-00087,"1325 South Inca Street, Unit B",Denver,80223,Medical,39.692602,-104.998056
MILE HIGH DISPENSARY LLC,,403-01619,"2252 South Kalamath Street, Unit C",Denver,80223,Medical,39.675624,-105.000645
MILE HIGH DISPENSARY LLC,,403-01354,54 Lipan Street,Denver,80223,Medical,39.717679,-105.001605
MILE HIGH GREEN CROSS LLC,,403-00881,"1015 West Evans Avenue, Units A & B",Denver,80223,Medical,39.678498,-104.999782
MILE HIGH WELLNESS II LLC,MILE HIGH WELLNESS GREEN STREET,403-01592,2291 South Kalamath Street,Denver,80223,Medical,39.675159,-105.000639
MMJ CHEROKEE LLC,MMJ AMERICA CHEROKEE,403-01687,1155 South Cherokee Street,Denver,80223,Medical,39.695578,-104.991306
MMST LLC,WELLSPRING COLLECTIVE,403R-00039,"1285 West Byers Place, Unit B (aka 1275 W. Byers Place)",Denver,80223,Retail,39.712149,-105.00355
MMST LLC,WS THE RUBY,403-01498,1301 South Cherokee Street,Denver,80223,Medical,39.69277,-104.990991
MOUNTAIN HIGH SUCKERS LLC,MOUNTAIN HIGH SUCKERS,403R-00228,400 South Lipan Street,Denver,80223,Retail,39.709368,-105.001526
MOUNTAIN HIGH SUCKERS LLC,MOUNTAIN HIGH SUCKERS,403-00363,"400 South Lipan Street, Unit 11",Denver,80223,Medical,39.709368,-105.001526
NEW AMSTERDAM ORGANICS LTD,NEW AMSTERDAM ORGANICS,403-01604,150 Rio Grande Boulevard,Denver,80223,Medical,39.718776,-105.004014
O LIMITED,Silver Stem Fine Cannabis,403R-00288,1110 West Virginia Avenue,Denver,80223,Retail,39.707549,-104.999447
OPTIONS MEDICAL CENTER WR LLC,OPTIONS,403-01159,1191 South Bannock Street,Denver,80223,Medical,39.695079,-104.990167
ORGANIX LLC,,403-01321,1001 West Center Avenue,Denver,80223,Medical,39.705738,-104.999963
PATIENTS CHOICE OF COLORADO LLC,,403-01343,1201 West Custer Place,Denver,80223,Medical,39.706673,-105.001759
PINEAPPLE EXCHANGE LLC,PINEAPPLE EXCHANGE,403-01630,"2218 South Kalamath Street, Unit A",Denver,80223,Medical,39.67631,-105.000653
ROCKY MOUNTAIN ORGANIC MEDICINE INC,,403-00375,2345 South Delaware Street,Denver,80223,Medical,39.67383,-104.992255
SMOKED COLORADO INC,,403-01620,1990 South Cherokee Street,Denver,80223,Medical,39.680457,-104.991093
SOLACE MEDS LLC,,403-01532,"1015 West Evans Avenue, Unit C",Denver,80223,Medical,39.678498,-104.999782
STONE T.M.C. LLC,THE STONE DISPENSARY,403R-00589,1828 South Bannock Street,Denver,80223,Retail,39.683412,-104.989936
SUMMIT WELLNESS LLC,DEN-REC DENVER RECREATIONAL DISPENSARY,403R-00174,2211 South Jason Street,Denver,80223,Retail,39.676375,-104.999483
SWEET LEAF LLC,SWEET LEAF,403R-00207,"110 Yuma Street, #4",Denver,80223,Retail,39.718618,-105.015178
SWEET LEAF LLC,,403-00352,"110 Yuma Street, Unit 3",Denver,80223,Medical,39.718618,-105.015178
TREATMENTS UNLIMITED LLC,ALTITUDE EAST,403-01547,"2252 South Kalamath Street, Unit A",Denver,80223,Medical,39.675624,-105.000645
UNIQUEITMINDS INC,CHRONORADO,403-00486,400 South Lipan Street #15,Denver,80223,Medical,39.709368,-105.001526
UNIQUEITMINDS INC,CHRONORADO,403-01679,"400 South Lipan Street, #3 & 7",Denver,80223,Medical,39.709368,-105.001526
UNIVERSAL HERBS LLC,,403-01457,1197 South Bannock Street,Denver,80223,Medical,39.694825,-104.990179
URBANE DEVELOPERS LLC,,403-01618,2185 South Jason Street,Denver,80223,Medical,39.677093,-104.999489
WANNA LLC,,403-00047,1865 South Acoma,Denver,80223,Medical,39.682778,-104.988788
WANNA LLC,ALAMEDA WELLNESS CENTER,403R-00131,1865 South Acoma Street,Denver,80223,Retail,39.682755,-104.988789
WASH PARK BOUTIQUE LLC,LUCY SKY DISPENSARY,403-00379,366 Vallejo Street,Denver,80223,Medical,39.721249,-105.013155
ZUNI WELLNESS CENTER LLC,THE LAB,403-00197,"2675 South Santa Fe Drive, Units 6C, 6D, 6E, 6F, 6G and 6H",Denver,80223,Medical,39.668382,-104.996002
4625 EAST COLFAX LLC,THE CLINIC ON COLFAX,403R-00060,"2675 South Santa Fe Drive, Unit 6E, 6F, 6G",Denver,80222,Retail,39.668389,-104.995989
THREE LIONS CORP LLC,THREE LIONS CORP LLC,403-01511,1434 North Ulster Street,Denver,80220,Medical,39.732679,-104.894385
CAREGIVERS FOR LIFE LLC,,403-00451,"2744 West 4th Avenue, Unit 200",Denver,80219,Medical,39.722064,-105.021385
COLORADO COLITAS LLC,HERBAL REMEDIES,403-00985,5109 West Alameda Avenue,Denver,80219,Medical,39.711398,-105.052181
NATURES OWN WELLNESS CENTER,,403-00311,"2744 West 4th Avenue, Unit 202",Denver,80219,Medical,39.722064,-105.021385
NORTH FEDERAL LLC,THE GROVE,403-01314,74 North Federal Boulevard,Denver,80219,Medical,39.715146,-105.025077
STONE T.M.C. LLC,THE STONE DISPENSARY,403-01271,4820 Morrison Road,Denver,80219,Medical,39.699647,-105.049262
3-D DENVERS DISCREET DISPENSARY LLC,3D DISPENSARY AND/OR 3D CANNABIS CENTER,403-00114,4305 Brighton Blvd.,Denver,80216,Medical,39.777361,-104.969731
3-D DENVERS DISCREET DISPENSARY LLC,3D CANNABIS CENTER & 3D DISPENSARY,403R-00007,4305 Brighton Boulevard,Denver,80216,Retail,39.777361,-104.969731
5110 RACE LLC,THE SANCTUARY,403R-00003,2424 East 43rd Avenue,Denver,80216,Retail,39.776419,-104.957493
5110 RACE LLC,THE SANCTUARY,403-01487,5110 Race Street,Denver,80216,Medical,39.788085,-104.963557
AJO HOLDINGS LLC,HIGH SOCIETY MEDICAL CANNABIS,403-01462,4335 Race Street,Denver,80216,Medical,39.777025,-104.963467
ALTA PRAIRIE LLC,,403R-00058,4611 East 46th Avenue,Denver,80216,Retail,39.780479,-104.933052
ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS APOTHECARY,403-01643,4990 Dahlia Street,Denver,80216,Medical,39.786349,-104.931621
AMERICAN INDUSTRY LLC,DENVER DAM,403R-00555,4571 Ivy Street,Denver,80216,Retail,39.779558,-104.920028
ARTISTANT DISPENSARY CENTER INC,LIVWELL,403-00921,5141 Franklin Street,Denver,80216,Medical,39.789553,-104.96878
BALLPARK HOLISTIC DISPENSARY LLC,BALLPARK HOLISTIC DISPENSARY,403R-00335,"4228 North York Street, #102, 103, 105",Denver,80216,Retail,39.775627,-104.959413
BALLPARK HOLISTIC DISPENSARY LLC,Ballpark Holistic Dispensary,403-00262,"4228 York Street, Units 102, 103 & 105",Denver,80216,Medical,39.775778,-104.959413
BOTANICO INC,BOTANICO INC,403R-00067,4668 Glencoe Street,Denver,80216,Retail,39.78083,-104.925803
CAREGIVERS FOR LIFE LLC,,403R-00109,4900 Jackson Street,Denver,80216,Retail,39.785166,-104.942919
CG INDUSTRY LLC,CROSS GENETICS,403-01350,"4902 East Smith Road, Unit C",Denver,80216,Medical,39.776117,-104.939847
CITI-MED LLC,STARBUDS,403-00256,"4228 North York Street, Unit 101",Denver,80216,Medical,39.775627,-104.959413
COLORADO HEALTH CONSULTANTS LLC,STARBUDS,403R-00026,4690 Brighton Boulevard,Denver,80216,Retail,39.781787,-104.966696
COLORADOS BEST INC,LACONTES CLONE BAR & DISPENSARY,403-00162,5194 Washington Street,Denver,80216,Medical,39.790864,-104.978281
COMPASSIONATE CARE GIVERS INC,ROCKY MOUNTAIN HIGH,403-00064,"4228 North York Street, Units 104, 106 & 107",Denver,80216,Medical,39.775627,-104.959413
COMPASSIONATE CARE GIVERS INC,,403R-00085,"4228 York Street, Unit 104",Denver,80216,Retail,39.775778,-104.959413
COMPASSIONATE CARE GIVERS INC,ROCKY MOUNTAIN HIGH,403-00066,"4228 York Street, Units 104, 106 & 107",Denver,80216,Medical,39.775778,-104.959413
COMPASSIONATE CARE GIVERS INC,THE CANNABIS STATION,403-00065,"4237 Josephine Street, Unit 102 & 103",Denver,80216,Medical,39.775769,-104.958274
COMPASSIONATE CARE GIVERS INC,,403R-00086,"4237 Josephine Street, Units 102-103",Denver,80216,Retail,39.775769,-104.958274
COMPASSIONATE CARE GIVERS INC,,403R-00088,6666 East Stapleton Drive South,Denver,80216,Retail,39.778006,-104.911205
DENCO LLC,,403-01355,4300 East 51st Avenue,Denver,80216,Medical,39.788909,-104.93675
DENVER PACKAGING COMPANY,,403-01423,5100 Cook Street,Denver,80216,Medical,39.789579,-104.947578
DKC LLC,DENVER KUSH CLUB,403R-00031,4960 Jackson Street,Denver,80216,Retail,39.786914,-104.94291
DKC LLC,DENVER KUSH CLUB,403-00806,4960 North Jackson Street,Denver,80216,Medical,39.786627,-104.942912
DR J's LLC,DR J's LLC,403-01471,"3850 East 48th Avenue, Unit E",Denver,80216,Medical,39.783772,-104.941879
EC LABS LLC,ENDOCANNA,403-01580,"4300 Forest Street, Suite 150",Denver,80216,Medical,39.77715,-104.926996
EVOLUTIONARY HOLDINGS LLC,ELEMENT FOUR20,403-00566,"5231 Monroe Street, Unit 200",Denver,80216,Medical,39.791777,-104.945149
FL89 LLC,FROSTED LEAF,403-01631,4935 Pearl Street,Denver,80216,Medical,39.786227,-104.980024
GRAND TRAVERSE HOLDINGS LLC,,403-01651,4420 & 4430 Garfield Street,Denver,80216,Medical,39.784024,-104.95763
GREEN AROUND YOU LLC,GREEN AOUND YOU - A MEDICAL MARIJUANA DISPENSARY,403-00089,"3850 East 48th Avenue, Unit 3",Denver,80216,Medical,39.783772,-104.941879
GREEN AROUND YOU LLC,,403-01411,4840 Jackson Street,Denver,80216,Medical,39.784355,-104.942923
GREEN CROSS COLORADO LLC,,403-00673,"660 Bryant Street, Unit #102",Denver,80216,Medical,39.726848,-105.018708
GREEN CROSS LLC,GREEN CROSS OF CHERRY CREEK,403-00212,5225 Monroe Street,Denver,80216,Medical,39.792108,-104.945147
GREEN FIELDS LLC,GREENFIELDS,403-01317,4802 Brighton Boulevard,Denver,80216,Medical,39.783784,-104.966689
GREEN GARDENS LLC,GREEN FIELDS,403-01678,"4800 Brighton Boulevard, Unit 102-B",Denver,80216,Medical,39.784097,-104.966689
GREENWERKZ LLC,,403R-00120,3615 Delgany Street Unit A,Denver,80216,Retail,39.772161,-104.978224
GREENWERKZ LLC,,403-00229,"3615 Delgany Street,Unit A",Denver,80216,Medical,39.772161,-104.978224
INFUZIONZ LLC,NECTAR BEE,403R-00021,4394 Grape Street,Denver,80216,Retail,39.778333,-104.924627
IVXX INFUZIONZ LLC,INFUZIONZ,403-01385,5285-5305 Steele Street,Denver,80216,Medical,39.784024,-104.95763
KIRKE LLC,THE HEMP CENTER COLORADO SPRINGS,403-00892,4570 Jason Street,Denver,80216,Medical,39.779663,-104.999364
LITTLE BROWN HOUSE DISPENSARY,LITTLE BROWN HOUSE,403-01529,"4425 East 46th Avenue, Suite A",Denver,80216,Medical,39.780477,-104.935669
LITTLE BROWN HOUSE DISPENSARY,LITTLE BROWN HOUSE,403-01602,"4425 East 46th Avenue, Unit A",Denver,80216,Medical,39.780477,-104.935669
LOTUS MEDICAL LLC,,403-00474,4950 East 41st Avenue,Denver,80216,Medical,39.77388,-104.929562
LYONS LAKE CORP,,403R-00055,4209 Delaware Street,Denver,80216,Retail,39.774516,-104.992382
MGI INC,KINDMAN,403R-00009,4125 Elati Street,Denver,80216,Retail,39.773339,-104.993645
MGI INC,KINDMAN,403R-00008,4715 Colorado Blvd.,Denver,80216,Retail,39.782492,-104.940943
MMST LLC,WS EL JEFE,403-01499,4260 Kearney Street,Denver,80216,Medical,39.776179,-104.917605
MOUNTAIN GIRL LPT INC,,403R-00520,794 East 51st Avenue,Denver,80216,Retail,39.788971,-104.976276
NATURES CURE LLC,,403R-00135,"4425 East 46th Avenue, Room 2, Suite A",Denver,80216,Retail,39.780477,-104.935669
NATURES CURE LLC,,403-01584,"4425 East 46th Avenue, Suite A Room 1",Denver,80216,Medical,39.780477,-104.935669
NORTHERN LIGHTS NATURALS LLC,NORTHERN LIGHTS CANNABIS CO.,403R-00052,"835 E 50th Ave, Suite A-B",Denver,80216,Retail,39.787996,-104.975821
NORTHERN LIGHTS NATURALS LLC,NORTHERN LIGHTS CANNABIS CO.,403-00390,"835 East 50th Avenue, Suites A-B",Denver,80216,Medical,39.787996,-104.975821
P&C EXPRESS LLC,,403-00245,"4237 Josephine Street, Units 102 & 103",Denver,80216,Medical,39.775769,-104.958274
PEAK HOLDINGS GROUP LLC,PEAK,403-00618,4880 East 41st Avenue,Denver,80216,Medical,39.774731,-104.930629
PHYSICIAN PREFERRED PRODUCTS LLC,,403-01568,4080 Globeville Road,Denver,80216,Medical,39.772794,-104.989401
PLATTE VALLEY DISPENSARY LLC,,403-00032,3926 Race Street,Denver,80216,Medical,39.772367,-104.963532
REVTEC LLC,,403-01513,2640 East 43rd Avenue,Denver,80216,Medical,39.77642,-104.95563
RME GROUP LLC,ORGANICA,403-00415,4155 Grape Street,Denver,80216,Medical,39.774382,-104.924625
ROCKY MOUNTAIN HIGH PAIN MANAGEMENT INC,,403-00061,"4237 Josephine Street, Unit 102",Denver,80216,Medical,39.775769,-104.958274
ROCKY MOUNTAIN RETAIL MANAGEMENT LLC,ROCKY MOUNTAIN HIGH,403-01429,4228 York Street,Denver,80216,Medical,39.775778,-104.959413
SECRET MINT COMPANY,SECRET MINT COMPANY,403-01417,"4900 Acoma Street, Unit C",Denver,80216,Medical,39.785577,-104.988762
SIMPLY PURE COLORADO LLC,SIMPLY PURE,403-01645,4694 North Glencoe Street,Denver,80216,Medical,39.781095,-104.9258
STANDING AKIMBO LLC,,403-01101,835 East 50th Avenue,Denver,80216,Medical,39.787996,-104.975821
TDM LLC,TREES,403-01682,4140 York Street,Denver,80216,Medical,39.7746,-104.959414
THE GENETIC LOCKER INC,TERRAPIN CARE STATION,403R-00230,5140 North Clarkson Street,Denver,80216,Retail,39.789824,-104.977112
THE TEA POT LLC,PINK HOUSE MILE HIGH,403-00081,2121 East 44th Avenue,Denver,80216,Medical,39.77766,-104.961644
TREE OF WELLNESS INC,,403-00664,3303 East 42nd Avenue,Denver,80216,Medical,39.775125,-104.948631
TRILL THERAPEUTICS LLC,TRILL ALTERNATIVES,403-00644,3301 East 42nd Avenue,Denver,80216,Medical,39.775125,-104.948526
TWOG FEDERAL LLC,BUDDY BOY,403-00373,5040 York Street,Denver,80216,Medical,39.788034,-104.959239
TWOG FEDERAL LLC,TWOG FEDERAL LLC,403-01586,5050 York Street,Denver,80216,Medical,39.788316,-104.95924
TWOG WALNUT LLC,BUDDY BOY,403-01103,4501 Wynkoop Street,Denver,80216,Medical,39.777761,-104.967473
VITA MEDS LLC,MR NICE GUYS,403-01627,4359 Claude Court,Denver,80216,Medical,39.777527,-104.960279
BEDDOR CLAUDE LLC,CHRONIC THERAPY,403R-00287,10030 West 27th Avenue,Wheat Ridge,80215,Retail,39.755817,-105.110657
KIND PAIN MANAGEMENT INC.,KIND PAIN MANAGEMENT,403-00957,2636 Youngfield Street,Lakewood,80215,Medical,39.754473,-105.142403
BERKELEY MMC LLC,TRU CANNABIS BERKELEY,403-00216,4103 Sheridan Boulevard,Mountain View,80212,Medical,39.773316,-105.053231
MEDICINAL WELLNESS CENTER LLC,,403-00833,"5195 East 39th Avenue, Unit 102",Denver,80212,Medical,39.771405,-104.927041
