Licensee Name,DBA,License #,Street Address,City,Zip,Operation,location
TWO DOG PRODUCTS LLC,,403R-00341,"615 South Highway 24, Unit D",Leadville,80461,Retail,"615 South Highway 24, Unit D Leadville CO 80461"
COLORADO BLVD LLC,THE SPRING,403R-00041,"15 Colorado Boulevard, Unit B",Idaho Springs,80452,Retail,"15 Colorado Boulevard, Unit B Idaho Springs CO 80452"
G SQUARE ENTERPRISES LLC,GRAY WOLF CULTIVATION,403R-00340,8620 Colorado Hwy 103,Idaho Springs,80452,Retail,8620 Colorado Hwy 103 Idaho Springs CO 80452
MOUNTAIN MEDICINALS INC,MOUNTAIN MEDICINALS RETAIL CENTER,403R-00211,"1800 Colorado Boulevard, #1",Idaho Springs,80452,Retail,"1800 Colorado Boulevard, #1 Idaho Springs CO 80452"
MOUNTAIN MEDICINALS INC,MOUNTAIN MEDICINALS WELLNESS CENTER,403-00416,"1800 Colorado Boulevard, Units 4 & 6,",Idaho Springs,80452,Medical,"1800 Colorado Boulevard, Units 4 & 6, Idaho Springs CO 80452"
PUFF EDIBLES & CONCENTRATES,PUFF EDIBLES & CONCENTRATES,403R-00383,2237 E Idaho Springs Blvd,Idaho Springs,80452,Retail,2237 E Idaho Springs Blvd Idaho Springs CO 80452
THE KINE MINE LLC,,403R-00151,2058 E Idaho Springs,Idaho Springs,80452,Retail,2058 E Idaho Springs Idaho Springs CO 80452
THE KINE MINE LLC,,403R-00256,2820 Colorado Boulevard,Idaho Springs,80452,Retail,2820 Colorado Boulevard Idaho Springs CO 80452
COLORADO DREAM SUPPLIES LLC,COLORADO DREAM,403R-00386,24040 Highway 9,Hartsel,80449,Retail,24040 Highway 9 Hartsel CO 80449
HOTLEAF LLC,,403R-00567,30390 Colorado State Highway 9,Hartsel,80449,Retail,30390 Colorado State Highway 9 Hartsel CO 80449
ZBZ CORP,ANTERO JUNCTION,403R-00331,100 West Highway 24,Hartsel,80449,Retail,100 West Highway 24 Hartsel CO 80449
MEDICAL MARIJUANA OF THE ROCKIES LLC,SUMMIT MARIJUANA,403R-00427,1121 Dillon Dam Road,Frisco,80443,Retail,1121 Dillon Dam Road Frisco CO 80443
DUTCH CALIBER LLC,,403R-00521,136 Kokanee Road,Fairplay,80440,Retail,136 Kokanee Road Fairplay CO 80440
HOLISTICAL LLC,,403R-00390,375 Kokanee Road,Fairplay,80440,Retail,375 Kokanee Road Fairplay CO 80440
HCH3 LLC,THE HIGHWAY,403-00336,1221 County Road 308,Dumont,80436,Medical,1221 County Road 308 Dumont CO 80436
HCH3 LLC,,403R-00236,1221 County Road 308 B,Dumont,80436,Retail,1221 County Road 308 B Dumont CO 80436
MILAGRO WELLNESS HEALING LLC,MIND BODY SPIRIT 2,403R-00191,811 County Road 308,Downieville,80436,Retail,811 County Road 308 Downieville CO 80436
SOFA KING MEDICINAL WELLNESS PRODUCTS LLC,"SOFA KIND MEDICINAL WELLNESS PRODUCTS, LLC",403R-00385,1181 County Road 308,Dumont,80436,Retail,1181 County Road 308 Dumont CO 80436
SOFA KING MEDICINAL WELLNESS PRODUCTS LLC,,403-00565,1181 CR 308,Dumont,80436,Medical,1181 CR 308 Dumont CO 80436
NEW WORLD ALTERNATIVE HEALTHCARE LLC,TELLURIDE BUD COMPANY,403R-00441,400 Indian Lane,Como,80432,Retail,400 Indian Lane Como CO 80432
ORGANIX LLC,,403R-00083,"1795 Airport Road, A2",Breckenridge,80424,Retail,"1795 Airport Road, A2 Breckenridge CO 80424"
ORGANIX LLC,BRECKENRIDGE ORGANIX,403-00178,"1795 Airport Road, Suite A2",Breckenridge,80424,Medical,"1795 Airport Road, Suite A2 Breckenridge CO 80424"
HIGH COUNTRY FARMS LLC,HIGH COUNTRY FARMS,403R-00460,1860 Copper Spur Road,Bond,80423,Retail,1860 Copper Spur Road Bond CO 80423
ALTERNATIVE HOLISTIC HEALING LLC,ROCKY MOUNTAIN ORGANICS,403R-00200,5312 Hwy 119,Black Hawk,80422,Retail,5312 Hwy 119 Black Hawk CO 80422
ALTERNATIVE MEDICAL SUPPLIES LLC,,403R-00189,9 Karlann Drive,Black Hawk,80422,Retail,9 Karlann Drive Black Hawk CO 80422
CANNA CABANA LLC,,403R-00522,66803 US Highway 285,Bailey,80421,Retail,66803 US Highway 285 Bailey CO 80421
CCC INC,THE HAPPY CAMPER CANNABIS COMPANY,403R-00326,80 Rosalie Rd,Bailey,80421,Retail,80 Rosalie Rd Bailey CO 80421
NATURAL RELEAF LLC,NATURAL RELEAF,403R-00487,62160 Highway 285,Bailey,80421,Retail,62160 Highway 285 Bailey CO 80421
HCH2 LLC,,403R-00117,40 South Main Street,Alma,80420,Retail,40 South Main Street Alma CO 80420
HCH2 LLC,,403-00331,44 South Main Street,Alma,80420,Medical,44 South Main Street Alma CO 80420
SUSTAINABLE HEALTH LLC,14ER GARDENS,403-00685,1840 Commerce Street Units D & E,Boulder,80305,Medical,1840 Commerce Street Units D & E Boulder CO 80305
COLORADO HEALING LLC,HEADQUARTERS,403R-00308,"4727 North Broadway, Unit 1",Boulder,80304,Retail,"4727 North Broadway, Unit 1 Boulder CO 80304"
HEADQUARTERS EMPORIUM AND DISPENSARY LLC,,403R-00445,1501 Lee Hill Drive #9,Boulder,80304,Retail,1501 Lee Hill Drive #9 Boulder CO 80304
ITF INC,,403R-00329,"4891 North Broadway, Units 1&2",Boulder,80304,Retail,"4891 North Broadway, Units 1&2 Boulder CO 80304"
THE DANDELION,THE DANDELION LLC,403-00037,"4727 North Broadway, Unit C",Boulder,80304,Medical,"4727 North Broadway, Unit C Boulder CO 80304"
AJO HOLDINGS LLC,,403R-00416,"5757 Arapahoe Avenue, Unit C2",Boulder,80303,Retail,"5757 Arapahoe Avenue, Unit C2 Boulder CO 80303"
BOLDER VENTURES LTD,THE PEACEFUL CHOICE,403-01458,"6859 North Foothills Hwy, Units D400 & D500",Boulder,80303,Medical,"6859 North Foothills Hwy, Units D400 & D500 Boulder CO 80303"
BORIS DYNOWSKI LLC,,403R-00493,"6185 Arapahoe Road, Unit C",Boulder,80303,Retail,"6185 Arapahoe Road, Unit C Boulder CO 80303"
BOULDER TREATMENTS LLC,ROOT ORGANIC MMC,403-00748,"6390 Gunpark Drive, Unit E",Boulder,80303,Medical,"6390 Gunpark Drive, Unit E Boulder CO 80303"
CANNXTRACTS LLC,,403-01406,"5595 Arapahoe Avenue, Unit D",Boulder,80303,Medical,"5595 Arapahoe Avenue, Unit D Boulder CO 80303"
CANNXTRACTS LLC,,403-01087,"5595 Arapahoe, Unit A",Boulder,80303,Medical,"5595 Arapahoe, Unit A Boulder CO 80303"
HIS WAY HERBS LLC,BOULDER PHARMA,403R-00286,"5575 Arapahoe Avenue, Suite C",Boulder,80303,Retail,"5575 Arapahoe Avenue, Suite C Boulder CO 80303"
HIS WAY HERBS LLC,,403-01265,"5575 Arapahoe Avenue, Units B & C",Boulder,80303,Medical,"5575 Arapahoe Avenue, Units B & C Boulder CO 80303"
HIS WAY HERBS LLC,BOULDER PHARMA,403R-00483,"5595 Arapahoe Avenue, Unit C, D, E",Boulder,80303,Retail,"5595 Arapahoe Avenue, Unit C, D, E Boulder CO 80303"
HIS WAY HERBS LLC,BOULDER PHARMA,403-01465,"5595 Arapahoe Avenue, Units C, D and E",Boulder,80303,Medical,"5595 Arapahoe Avenue, Units C, D and E Boulder CO 80303"
IRIS HOLLOW CO INC,COLORADO SEED INC.,403R-00602,"5735 Arapahoe Avenue, Unit A",Boulder,80303,Retail,"5735 Arapahoe Avenue, Unit A Boulder CO 80303"
JTR CAREGIVERS LLC,HELPING HANDS HERBALS,403R-00312,"5735 Arapahoe Avenue, Unit B-1",Boulder,80303,Retail,"5735 Arapahoe Avenue, Unit B-1 Boulder CO 80303"
JTR CAREGIVERS LLC,HELPING HANDS HERBALS,403-01436,"5735 Arapahoe Avenue, Unit B1",Boulder,80303,Medical,"5735 Arapahoe Avenue, Unit B1 Boulder CO 80303"
OPTIONS MEDICAL CENTER LLC,ELEMENTS,403R-00257,"1900 55th Street, Unit A-101",Boulder,80303,Retail,"1900 55th Street, Unit A-101 Boulder CO 80303"
OPTIONS MEDICAL CENTER WR LLC,OPTIONS,403R-00240,"1880 South Flatirons Court, Units C&D",Boulder,80303,Retail,"1880 South Flatirons Court, Units C&D Boulder CO 80303"
ORGANIC WELLNESS DISPENSARY LLC,GREEN TREE MEDICINALS,403-00708,"5565 Arapahoe Avenue, Suite G",Boulder,80303,Medical,"5565 Arapahoe Avenue, Suite G Boulder CO 80303"
THE GREENEST GREEN LLC,BOLDER CANNABIS,403R-00258,"1900 55th Street, Unit B",Boulder,80303,Retail,"1900 55th Street, Unit B Boulder CO 80303"
TRILL THERAPEUTICS LLC,TRILL ALTERNATIVES,403-00645,"5589 Arapahoe, Unit 101",Boulder,80303,Medical,"5589 Arapahoe, Unit 101 Boulder CO 80303"
ANCIENT ALTERNATIVES LLC,GREEN TREE MEDICINALS,403-01685,"6859 North Foothills Highway,Unit D-300",Boulder,80302,Medical,"6859 North Foothills Highway,Unit D-300 Boulder CO 80302"
CADISA ENTERPRISES,,403R-00577,"6859 North Foothills Highway, Building C, Unit 600",Boulder,80302,Retail,"6859 North Foothills Highway, Building C, Unit 600 Boulder CO 80302"
KARING KIND LLC,,403R-00232,"5854 Rawhide Court, Suite C",Boulder,80302,Retail,"5854 Rawhide Court, Suite C Boulder CO 80302"
KIND ENTERPRISES LLC,,403R-00581,"6859 North Foothills Highway, Bldg C, C-100, C-200, C-300",Boulder,80302,Retail,"6859 North Foothills Highway, Bldg C, C-100, C-200, C-300 Boulder CO 80302"
RIFLE MOUNTAIN LLC,,403-01123,"6859 North Foothills, Building F-1",Boulder,80302,Medical,"6859 North Foothills, Building F-1 Boulder CO 80302"
TWG LIMITED,LOCOLO LOVE,403R-00499,"6859 North Foothills Highway, Building G",Boulder,80302,Retail,"6859 North Foothills Highway, Building G Boulder CO 80302"
ALTERMEDS LLC,STARBUDS,403R-00281,"2510 North 47th Street, Unit E",Boulder,80301,Retail,"2510 North 47th Street, Unit E Boulder CO 80301"
BOOM TOWN LLC,CRESTED BUTTE ALTERNTIVE MEDICINE,403-00781,"5595 Arapahoe Avenue, Suite F",Boulder,80301,Medical,"5595 Arapahoe Avenue, Suite F Boulder CO 80301"
BOOM TOWN LLC,CRESTED BUTTE ALTERNATIVE MEDICINE,403R-00475,"5595 Arapahoe Street, Suite F",Boulder,80301,Retail,"5595 Arapahoe Street, Suite F Boulder CO 80301"
BOULDER ALTERNATIVE CARE LLC,THE GREEN ROOM,403R-00245,"3554 Pearl Street, Unit G",Boulder,80301,Retail,"3554 Pearl Street, Unit G Boulder CO 80301"
BOULDER RX LLC,NATIVE ROOTS BOULDER,403R-00229,"1880 South Flatiron Court, Unit E",Boulder,80301,Retail,"1880 South Flatiron Court, Unit E Boulder CO 80301"
BOULDER WELLNESS CENTER LLC,,403R-00478,"2200 Central Avenue, Suite A-1",Boulder,80301,Retail,"2200 Central Avenue, Suite A-1 Boulder CO 80301"
BOULDER WELLNESS CENTER LLC,,403-01320,"6880 Winchester Circle, Suite A & B",Boulder,80301,Medical,"6880 Winchester Circle, Suite A & B Boulder CO 80301"
BRECKENRIDGE ORGANIC THERAPY LLC,,403R-00237,"1800 Commerce Street, Unit North A",Boulder,80301,Retail,"1800 Commerce Street, Unit North A Boulder CO 80301"
COLORADO HEALING LLC,HEADQUARTERS,403R-00533,4734 Pearl Street,Boulder,80301,Retail,4734 Pearl Street Boulder CO 80301
DALTON ADVENTURES LLC,,403R-00501,3705 North 75th Street,Boulder,80301,Retail,3705 North 75th Street Boulder CO 80301
GREEN MEADOWS WELLNESS LLC,INFINITE WELLNESS CENTER,403-01197,2981 Sterling Court,Boulder,80301,Medical,2981 Sterling Court Boulder CO 80301
HEALTH SERVICES LLC,GREEN DREAM HEALTH SERVICES,403-01414,"4700 Sterling Drive, Unit A",Boulder,80301,Medical,"4700 Sterling Drive, Unit A Boulder CO 80301"
HEALTH SERVICES LLC,GREEN DREAM HEALTH SERVICES,403-00570,"4700 Sterling Drive, Unit H",Boulder,80301,Medical,"4700 Sterling Drive, Unit H Boulder CO 80301"
ISM LLC,GREEN DOT LABS,403-01322,"2510 North 47th Street, Unit L",Boulder,80301,Medical,"2510 North 47th Street, Unit L Boulder CO 80301"
JTR CAREGIVERS LLC,HELPING HANDS HERBALS,403-00790,"4715 North Broadway, C1, C2, C3 & C8",Boulder,80301,Medical,"4715 North Broadway, C1, C2, C3 & C8 Boulder CO 80301"
LIGHTSHADE LABS LLC,LIGHTSHADE LABS,403-00897,"4665 Nautilus Court, Suite 400",Boulder,80301,Medical,"4665 Nautilus Court, Suite 400 Boulder CO 80301"
MAGNOLIA ROAD INC,MAGNOLIA ROAD INC,403-01390,"4747 Pearl Street, Unit M1",Boulder,80301,Medical,"4747 Pearl Street, Unit M1 Boulder CO 80301"
MEDICINE MAN LLC,MEDICINE MAN MEDICAL MARKET,403-00911,"5595 Arapahoe Road, Suite B, G And H",Boulder,80301,Medical,"5595 Arapahoe Road, Suite B, G And H Boulder CO 80301"
MIKE SQUARED LLC,BOULDER MARIJUANA CO.,403R-00239,"2480 49th Street, Unit H",Boulder,80301,Retail,"2480 49th Street, Unit H Boulder CO 80301"
MOUNTAIN HIGH PRODUCTS LLC,WANA,403R-00403,"7161 Valtec Court, Unit D&E",Boulder,80301,Retail,"7161 Valtec Court, Unit D&E Boulder CO 80301"
PANK LLC,PANK,403R-00455,7084 Winchester Circle,Boulder,80301,Retail,7084 Winchester Circle Boulder CO 80301
PIKES PEAK CANNABIS CAREGIVERS LLC,,403-01328,"4747 Pearl Street, Unit M2",Boulder,80301,Medical,"4747 Pearl Street, Unit M2 Boulder CO 80301"
PURE INDUSTRIES LLC,,403R-00265,"2500 47th Street, Unit 2",Boulder,80301,Retail,"2500 47th Street, Unit 2 Boulder CO 80301"
RMIG LLC,THE BUD DEPOT,403-00298,"4747 Pearl Street, Units V3A & V3C",Boulder,80301,Medical,"4747 Pearl Street, Units V3A & V3C Boulder CO 80301"
SKINNY PINEAPPLE INC,STERLING SOUTH,403R-00273,"3065 West Sterling Circle, Unit C",Boulder,80301,Retail,"3065 West Sterling Circle, Unit C Boulder CO 80301"
SKINNY PINEAPPLE INC,STERLING NORTH,403R-00272,"3095 West Sterling Circle, Unit 3",Boulder,80301,Retail,"3095 West Sterling Circle, Unit 3 Boulder CO 80301"
SKINNY PINEAPPLE INC,NAUTILUS,403R-00271,"4725 South Nautilus Court, Suite 3",Boulder,80301,Retail,"4725 South Nautilus Court, Suite 3 Boulder CO 80301"
SKINNY PINEAPPLE INC,WESTERN,403R-00270,"5441 Western Avenue, Suite 2",Boulder,80301,Retail,"5441 Western Avenue, Suite 2 Boulder CO 80301"
SOUTHWEST ALTERNATIVE CARE LLC,,403-01001,"6390 Gunpark Drive, Unit A",Boulder,80301,Medical,"6390 Gunpark Drive, Unit A Boulder CO 80301"
SUSTAINABLE HEALTH LLC,14er GARDENS,403R-00268,"1840 Commerce Street, Units A-B",Boulder,80301,Retail,"1840 Commerce Street, Units A-B Boulder CO 80301"
TABLE MESA WELLNESS CENTER LLC,NORTH BOULDER WELLNESS CENTER,403-00571,"7161 Valtec Court, Unit A",Boulder,80301,Medical,"7161 Valtec Court, Unit A Boulder CO 80301"
TENDERFOOT HEALTH COLLECTIVE,,403-01400,"2510 47th Street, #GG",Boulder,80301,Medical,"2510 47th Street, #GG Boulder CO 80301"
TENDERFOOT HEALTH COLLECTIVE,,403R-00423,"2510 47th Street, Suite GG",Boulder,80301,Retail,"2510 47th Street, Suite GG Boulder CO 80301"
THE DANDELION,THE DANDELION LLC,403R-00479,"6880 Winchester Circle, Suite C",Boulder,80301,Retail,"6880 Winchester Circle, Suite C Boulder CO 80301"
THE GENETIC LOCKER INC,TERRAPIN CARE STATION,403-00059,"6390 Gunpark Drive, Unit C",Boulder,80301,Medical,"6390 Gunpark Drive, Unit C Boulder CO 80301"
THE GENETIC LOCKER INC,TERRAPIN CARE STATION,403R-00231,"6420 Gunpark Drive, Unit C",Boulder,80301,Retail,"6420 Gunpark Drive, Unit C Boulder CO 80301"
TRILL THERAPEUTICS LLC,TRILL ALTERNATIVES,403-00959,"1845 Range Street, Bay G",Boulder,80301,Medical,"1845 Range Street, Bay G Boulder CO 80301"
URBAN CANNABIS LLC,HEALING HOUSE,403R-00315,"2480 49th Street, Suite F2",Boulder,80301,Retail,"2480 49th Street, Suite F2 Boulder CO 80301"
ORGANIX LLC,,403R-00081,585 South Jason Street,Denver,80247,Retail,585 South Jason Street Denver CO 80247
3B 38 LLC,BUDDY BOY,403R-00435,4600 Ironton Street,Denver,80239,Retail,4600 Ironton Street Denver CO 80239
3B 38 LLC,BUDDY BOY,403-01309,"4600 Ironton Street, Suite B",Denver,80239,Medical,"4600 Ironton Street, Suite B Denver CO 80239"
3B FEDERAL1 LLC,BUDDY BOY,403-01140,"4600 Ironton Street, Unit B",Denver,80239,Medical,"4600 Ironton Street, Unit B Denver CO 80239"
4625 EAST COLFAX LLC,THE CLINIC ALTERNATIVE MEDICINE DBA THE CLINIC,403-00193,"5098 Paris Street, Building #1",Denver,80239,Medical,"5098 Paris Street, Building #1 Denver CO 80239"
505 CENTER LLC,PURE MEDICAL DISPENSARY,403-00743,"5475 Peoria Street, Building 2, Units 106-110",Denver,80239,Medical,"5475 Peoria Street, Building 2, Units 106-110 Denver CO 80239"
ALLGREENS,,403-00844,"5475 Peoria Street, Suite1-104",Denver,80239,Medical,"5475 Peoria Street, Suite1-104 Denver CO 80239"
CANNA CENTER LLC,,403-00078,3819 North Quentin Street,Denver,80239,Medical,3819 North Quentin Street Denver CO 80239
CARRICK-HARVEST LLC,,403R-00063,"4705 Oakland St, Unit A",Denver,80239,Retail,"4705 Oakland St, Unit A Denver CO 80239"
COLORADO CANNABIS COMPANY LLC,PURE MEDICAL DISPENSARY,403R-00453,"5475 Peoria Street, Building 1, Units 101,102,103",Denver,80239,Retail,"5475 Peoria Street, Building 1, Units 101,102,103 Denver CO 80239"
COLORADO CANNABIS COMPANY LLC,PURE MEDICAL DISPENSARY,403-00259,"5475 Peoria Street, Unit 1-101,102,103",Denver,80239,Medical,"5475 Peoria Street, Unit 1-101,102,103 Denver CO 80239"
COLORADOS BEST INC,LACONTES CLONE BAR & DISPENSARY,403R-00471,11155 East 51st Avenue,Denver,80239,Retail,11155 East 51st Avenue Denver CO 80239
COLORADOS BEST INC,LACONTES CLONE BAR & DISPENSARY,403-00161,"11155 East 51st Avenue, Suite A",Denver,80239,Medical,"11155 East 51st Avenue, Suite A Denver CO 80239"
FIREHOUSE ORGANICS CENTRAL LLC,FIREHOUSE ORGANICS,403-00492,"4800 Oakland Street, Unit 5",Denver,80239,Medical,"4800 Oakland Street, Unit 5 Denver CO 80239"
FL89 LLC,FROSTED LEAF,403-01665,3819 Quentin Street,Denver,80239,Medical,3819 Quentin Street Denver CO 80239
FRESH BAKED LLC,FRESH BAKED,403R-00251,4600 North Ironton Street #103,Denver,80239,Retail,4600 North Ironton Street #103 Denver CO 80239
FUTUREVISION INC,MEDICINE MAN DENVER,403-00131,"4750 Nome Street, Unit B",Denver,80239,Medical,"4750 Nome Street, Unit B Denver CO 80239"
FUTUREVISION INC,MEDICINE MAN DENVER,403R-00040,4750-4760 Nome Street,Denver,80239,Retail,4750-4760 Nome Street Denver CO 80239
GREEN LIFE SOLUTIONS LLC,GREEN TREE MEDICINALS,403-01362,4725-35 Oakland Street,Denver,80239,Medical,4725-35 Oakland Street Denver CO 80239
GUARANTEED GREEN LTD,,403-01663,"4800 Oakland Street, Unit 3",Denver,80239,Medical,"4800 Oakland Street, Unit 3 Denver CO 80239"
HADCAV ENTERPRISES INC,PURE MEDICAL DISPENSARY,403-00744,"5475 Peoria Street, Building 1, Suite 106",Denver,80239,Medical,"5475 Peoria Street, Building 1, Suite 106 Denver CO 80239"
JS INVESTMENTS LLC,EUFLORA,403R-00070,5300 Joliet Street,Denver,80239,Retail,5300 Joliet Street Denver CO 80239
LITTLE GREEN PHARMACY INC,,403-00631,4575 Joliet Street,Denver,80239,Medical,4575 Joliet Street Denver CO 80239
LYONS FINEST CONFIDENTIAL CARE LLC,,403-01288,11080 East 47th Avenue,Denver,80239,Medical,11080 East 47th Avenue Denver CO 80239
LYONS FINEST CONFIDENTIAL CARE LLC,TUMBLEWEED,403R-00554,4695 Kingston Street,Denver,80239,Retail,4695 Kingston Street Denver CO 80239
MMD OF COLORADO LLC,URBA,403R-00158,4700 Kingston Street,Denver,80239,Retail,4700 Kingston Street Denver CO 80239
PERSONALIZED ORGANIC TREATMENTS LLC,,403-01036,11122 East 47th Avenue,Denver,80239,Medical,11122 East 47th Avenue Denver CO 80239
TRILL EVOLUTIONS LLC,TRILL EVOLUTIONS,403-01703,5550 Joliet Street,Denver,80239,Medical,5550 Joliet Street Denver CO 80239
VIOLA INC,VIOLA'S EXTRACTS,403-01536,4645 Joliet Street,Denver,80239,Medical,4645 Joliet Street Denver CO 80239
MMST LLC,WELLSPRING COLLECTIVE,403-01024,"1285 West Byers Place, Unit B",Denver,80233,Medical,"1285 West Byers Place, Unit B Denver CO 80233"
MR GOOD BUDZ LLC,HOLISTIC LIFE,403-00301,"1395 South Sheridan Boulevard, Units F, G, H & I",Lakewood,80232,Medical,"1395 South Sheridan Boulevard, Units F, G, H & I Lakewood CO 80232"
ADG HERBAL MEDICINE INC,FROSTED LEAF,403-00693,50 Lipan Street,Denver,80226,Medical,50 Lipan Street Denver CO 80226
HEALING HOUSE LAKEWOOD LLC,HEALING HOUSE,403-00469,10712 West Alameda Avenue,Lakewood,80226,Medical,10712 West Alameda Avenue Lakewood CO 80226
MBS WELLNESS CLINIC LLC,MIND BODY SPIRIT WELLNESS CLINIC,403-01259,"6745 West Mississippi Avenue, Suite B",Lakewood,80226,Medical,"6745 West Mississippi Avenue, Suite B Lakewood CO 80226"
POSTMODERN HEALTH LLC,LIVWELL,403-00603,5660 West Alameda Avenue,Denver,80226,Medical,5660 West Alameda Avenue Denver CO 80226
WALKING RAVEN II LLC,WALKING RAVEN,403-00353,875 Navajo Street,Denver,80224,Medical,875 Navajo Street Denver CO 80224
4625 EAST COLFAX LLC,THE CLINIC ON COLFAX,403-00192,"2675 South Santa Fe Drive, Units 6E, 6F, 6G",Denver,80223,Medical,"2675 South Santa Fe Drive, Units 6E, 6F, 6G Denver CO 80223"
ADVANCED MEDICAL ALTERNATIVES LLC,,403-01534,"400 South Lipan, Unit 2 & 6",Denver,80223,Medical,"400 South Lipan, Unit 2 & 6 Denver CO 80223"
ALPINE HERBAL WELLNESS LLC,FROSTED LEAF,403-01055,52 Lipan Street,Denver,80223,Medical,52 Lipan Street Denver CO 80223
ALTERNATIVE MEDICINE ON CAPITOL HILL,,403-00003,211 Wyandot Street,Denver,80223,Medical,211 Wyandot Street Denver CO 80223
ALTITUDE WELLNESS CENTER LLC,NATURE'S HERBS AND WELLNESS DTC,403R-00171,"1131, 1133 and 1135 South Bannock Street",Denver,80223,Retail,"1131, 1133 and 1135 South Bannock Street Denver CO 80223"
ALTITUDE WELLNESS CENTER LLC,,403-00324,"1131, 1133, and 1135 South Bannock Street",Denver,80223,Medical,"1131, 1133, and 1135 South Bannock Street Denver CO 80223"
ANIMAS HERBAL WELLNESS CENTER INC,,403-01688,1101 South Bannock Street,Denver,80223,Medical,1101 South Bannock Street Denver CO 80223
ANIMAS HERBAL WELLNESS CENTER INC,,403R-00550,"1115 South Bannock Street, Unit B",Denver,80223,Retail,"1115 South Bannock Street, Unit B Denver CO 80223"
ANIMAS HERBAL WELLNESS CENTER INC,,403-00898,"1115 South Bannock Street, Unit B,",Denver,80223,Medical,"1115 South Bannock Street, Unit B, Denver CO 80223"
ANIMAS HERBAL WELLNESS CENTER INC,ANIMAS HERBAL WELLNESS CENTER INC,403R-00344,577 South Jason,Denver,80223,Retail,577 South Jason Denver CO 80223
ANIMAS HERBAL WELLNESS CENTER INC,,403-01369,577 South Jason Street,Denver,80223,Medical,577 South Jason Street Denver CO 80223
AREN & DAVES DREAM LLC,SARGENT GREEN LEAF,403-01120,803 South Jason Street,Denver,80223,Medical,803 South Jason Street Denver CO 80223
B'S TREATS LLC,,403-01566,1952 South Acoma Street,Denver,80223,Medical,1952 South Acoma Street Denver CO 80223
BGOOD VENTURES LLC,BGOOD APOTHECARY,403-01009,1031 West Center Avenue,Denver,80223,Medical,1031 West Center Avenue Denver CO 80223
BK HOLDINGS LLC,THE HERBAL CENTER,403-01677,1980 South Acoma Street,Denver,80223,Medical,1980 South Acoma Street Denver CO 80223
BOTICA DEL SOL LLC,BOTICA DEL SOL,403-01094,150 North Tejon,Denver,80223,Medical,150 North Tejon Denver CO 80223
BUDDIES WELLNESS LLC,LA BODEGA,403R-00234,"1270 West Cedar Avenue, Suite A",Denver,80223,Retail,"1270 West Cedar Avenue, Suite A Denver CO 80223"
BUDDIES WELLNESS LLC,LA BODEGA,403-00364,"1270 West Cedar Avenue, Unit A",Denver,80223,Medical,"1270 West Cedar Avenue, Unit A Denver CO 80223"
CNW LLC,ARTISANAL MEDICINALS,403-00339,1901 South Bannock Street,Denver,80223,Medical,1901 South Bannock Street Denver CO 80223
CNW LLC,ARTISANAL MEDICINALS,403-00053,2042 South Bannock Street,Denver,80223,Medical,2042 South Bannock Street Denver CO 80223
COLORADO APOTHECARY & WELLNESS CENTER INC,COLORADO APOTHECARY & WELLNESS CENTER INC,403-01531,2160 S. Lipan Street,Denver,80223,Medical,2160 S. Lipan Street Denver CO 80223
COLORADO APOTHECARY & WELLNESS CENTER INC,COLORADO APOTHECARY & WELLNESS CENTER,403-01530,2160 South Lipan Street,Denver,80223,Medical,2160 South Lipan Street Denver CO 80223
COLORADO COLITAS LLC,HERBAL REMEDIES,403-00984,1920 South Cherokee Street,Denver,80223,Medical,1920 South Cherokee Street Denver CO 80223
COLORADO WELLNESS CENTERS LLC,LUSH,403R-00111,2490 West 2nd Avenue,Denver,80223,Retail,2490 West 2nd Avenue Denver CO 80223
COLORADO WELLNESS CENTERS LLC,LUSH,403-00080,"2490 West 2nd Avenue, Unit A",Denver,80223,Medical,"2490 West 2nd Avenue, Unit A Denver CO 80223"
COLORADO WELLNESS INC,,403-01690,2050 South Cherokee Street,Denver,80223,Medical,2050 South Cherokee Street Denver CO 80223
D & D CONSULTING INC,SOUTHWEST ALTERNATIVE CARE FOX ST.,403-00853,1075 South Fox Street,Denver,80223,Medical,1075 South Fox Street Denver CO 80223
DARK HORSE GENETICS LLC,,403-01702,2145 South Kalamath Street,Denver,80223,Medical,2145 South Kalamath Street Denver CO 80223
DGP 38TH LLC,SWEET LEAF,403R-00209,124 Yuma Street,Denver,80223,Retail,124 Yuma Street Denver CO 80223
DGS INC,THE KIND BLOOM,403-00736,1870 South Acoma,Denver,80223,Medical,1870 South Acoma Denver CO 80223
DGS INC,THE KIND ROOM,403R-00013,1870 South Acoma Street,Denver,80223,Retail,1870 South Acoma Street Denver CO 80223
EVERGREEN ENTERPRISES LTD,,403-01621,1770 South Acoma Street,Denver,80223,Medical,1770 South Acoma Street Denver CO 80223
FIREHOUSE ORGANICS NORTH LLC,FIREHOUSE ORGANICS,403-00447,1196 South Bannock Street,Denver,80223,Medical,1196 South Bannock Street Denver CO 80223
FRESH BAKED LLC,FRESH BAKED COMPANY,403R-00250,735 West Bayaud Avenue,Denver,80223,Retail,735 West Bayaud Avenue Denver CO 80223
GMC LLC,,403R-00201,2175 South Platte River Drive,Denver,80223,Retail,2175 South Platte River Drive Denver CO 80223
GMC LLC,GREEN MAN CANNABIS,403-00738,"2175 South Platte River Drive, Unit 101",Denver,80223,Medical,"2175 South Platte River Drive, Unit 101 Denver CO 80223"
